web-scraper-order,web-scraper-start-url,categorie 1,categorie 2,categorie 2-href,categorie 3,categorie 3-href
1612634238-1632,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Bénéficier d’un essai de démonstration sur une variété ou technique culturale,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1007/22/254
1612634238-1631,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir une carte d’éleveur de chevaux,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/997/22/254
1612634238-1630,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir une carte de cocher,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/996/22/254
1612634238-1629,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Obtenir un livret sanitaire et signalétique pour un cheval,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/995/22/254
1612634238-1628,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir une licence de cheval de course,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/994/22/254
1612634238-1627,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Demander une autorisation d’importer ou d’exporter des chevaux,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/993/22/254
1612634238-1626,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Demander l’agrément pour identificateur de chevaux,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/992/22/254
1612634238-1625,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Demander l’agrément pour la monte publique des étalons,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/991/22/254
1612634238-1624,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir un agrément d’un centre d’insémination artificielle et de transfert d’embryon,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/990/22/254
1612634238-1623,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Déclarer la naissance d’un poulain,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/989/22/254
1612634238-1622,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir une autorisation d’importation de semences d’insémination artificielle animale,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/985/22/254
1612634238-1621,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir un certificat de salubrité pour importer des produits d’origine animale comme la viande et le lait,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/984/22/254
1612634238-1620,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir une autorisation d’importation de poussins reproducteurs,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/983/22/254
1612634238-1619,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir une autorisation d’importation d’œufs à couver,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/982/22/254
1612634238-1618,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir une autorisation d’exercer la médecine vétérinaire à titre privé,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/981/22/254
1612634238-1617,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment obtenir une autorisation d’exercice des soins infirmiers vétérinaires à titre privé,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/980/22/254
1612634238-1616,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Demander l'autorisation d’importer des animaux de compagnie,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/979/22/254
1612634238-1615,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,"Obtenir un vaccin, des semences et plants de l’ISRA",https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/971/22/254
1612634238-1614,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Bénéficier d’un conseil ou études de l’Institut sénégalais de recherches agricoles (ISRA),https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/970/22/254
1612634238-1613,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,S’inscrire au Centre de formation professionnelle horticole de Camberène (CFPH),https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/969/22/254
1612634238-1612,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Bénéficier d’une formation en horticulture au Centre pour le développement de l’horticulture (CDH),https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/968/22/254
1612634238-1611,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Bénéficier des résultats de la recherche du Centre pour le développement de l’horticulture (CDH),https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/967/22/254
1612634238-1610,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Agriculture et élevage,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/254/22,Comment acquérir des publications techniques de l’Institut sénégalais de recherches agricoles,https://web.archive.org/web/20200713111824/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/966/22/254
1612634223-1609,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Saisir le Fonds de garantie automobile (FGA) en cas d’accident corporel de la circulation routière,https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1174/22/255
1612634223-1608,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Obtenir des informations sur la qualité des services offerts par les institutions financières au Sénégal,https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1172/22/255
1612634223-1607,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Bénéficier du refinancement et du fonds de garantie au Fonds de Promotion Economique,https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1140/22/255
1612634223-1606,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Bénéficier d’un financement participatif du Fonds de Promotion Economique (FPE),https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1139/22/255
1612634223-1605,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Demander l’attribution d’un logement HLM  financé par la Banque de l'Habitat du Sénégal (BHS),https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/935/22/255
1612634223-1604,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Comment devenir agent général d’assurance,https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/920/22/255
1612634223-1603,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Demander la création d’un cabinet de courtage en assurance,https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/918/22/255
1612634223-1602,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Accéder à un micro-crédit du Fonds de Développement et de Solidarité Municipal  (FODEM),https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/862/22/255
1612634223-1601,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Comment obtenir l'aide d'un médiateur financier,https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/669/22/255
1612634223-1600,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Demander un prêt au Fonds d'impulsion de la micro-finance (FIMF),https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/486/22/255
1612634223-1599,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Demander un financement du Fonds national de promotion de l'entreprenariat féminin,https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/485/22/255
1612634223-1598,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Souscrire aux bons du trésor,https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/237/22/255
1612634223-1597,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,"Banque, assurances et micro finance",https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/255/22,Constituer une caution de marché public,https://web.archive.org/web/20200713111830/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/234/22/255
1612634209-1596,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Commerce,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/257/22,Demander l’autorisation d’ouverture d’une alimentation générale,https://web.archive.org/web/20200714204334/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/609/22/257
1612634209-1595,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Commerce,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/257/22,Faire une déclaration d'importation de produits alimentaires,https://web.archive.org/web/20200714204334/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/241/22/257
1612634209-1594,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Commerce,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/257/22,Demander une autorisation préalable d'importation pour certains produits,https://web.archive.org/web/20200714204334/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/240/22/257
1612634209-1593,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Commerce,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/257/22,Demander un certificat de qualité pour l'exportation du sel,https://web.archive.org/web/20200714204334/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/239/22/257
1612634209-1592,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Commerce,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/257/22,Demander un certificat d'origine pour l'exportation,https://web.archive.org/web/20200714204334/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/238/22/257
1612634209-1591,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Commerce,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/257/22,Demander une carte de commerçant,https://web.archive.org/web/20200714204334/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/119/22/257
1612634209-1590,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Commerce,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/257/22,Demander une assistance à la création d'un groupement d’intérêt économique (GIE),https://web.archive.org/web/20200714204334/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/27/22/257
1612634209-1589,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Commerce,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/257/22,Demander une carte d'import-export,https://web.archive.org/web/20200714204334/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/24/22/257
1612634181-1588,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander une autorisation d’importation d’une quantité d’hydrocarbures pour une période déterminée,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1044/22/258
1612634181-1587,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander une licence de stockage d’hydrocarbures raffinés,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1043/22/258
1612634181-1586,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander une licence de distribution d’hydrocarbures raffinés,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1042/22/258
1612634181-1585,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander un agrément de transport d’hydrocarbures raffinés,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1036/22/258
1612634181-1584,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander une licence d’importation d’hydrocarbures raffinés,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1035/22/258
1612634181-1583,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Comment faire une réclamation suivie d’un étalonnage de compteur à la Sénégalaise Des Eaux (SDE),https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/932/22/258
1612634181-1582,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander une résiliation de contrat d’abonnement d’eau à la  Sénégalaise des Eaux (SDE),https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/931/22/258
1612634181-1581,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander un branchement social à la SDE,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/930/22/258
1612634181-1580,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander un branchement eau à la SDE : cas d’une personne physique,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/929/22/258
1612634181-1579,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander un branchement eau à la SDE : cas d’une personne morale,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/928/22/258
1612634181-1578,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Comment obtenir des eaux épurées,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/703/22/258
1612634181-1577,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Eau et énergie,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/258/22,Demander la fourniture d'électricité à la Sénélec,https://web.archive.org/web/20200713111907/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/421/22/258
1612634149-1576,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Pêche et économie maritime,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/260/22,Demander l’agrément pour exercer le métier de shipchandler ou avitailleur à bord des navires au port de Dakar,https://web.archive.org/web/20200713111731/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1022/22/260
1612634149-1575,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Pêche et économie maritime,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/260/22,Demander l’agrément de transporteur de conteneurs au Port de Dakar,https://web.archive.org/web/20200713111731/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1021/22/260
1612634149-1574,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Pêche et économie maritime,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/260/22,Comment obtenir un agrément de  manutentionnaire,https://web.archive.org/web/20200713111731/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/863/22/260
1612634149-1573,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Pêche et économie maritime,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/260/22,Comment obtenir l’agrément de consignataire,https://web.archive.org/web/20200713111731/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/860/22/260
1612634149-1572,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Pêche et économie maritime,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/260/22,Comment devenir transitaire,https://web.archive.org/web/20200713111731/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/854/22/260
1612634149-1571,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/22,Secteurs d'activités,Pêche et économie maritime,https://web.archive.org/web/20200927203602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/260/22,Comment obtenir une carte de mareyeur exportateur,https://web.archive.org/web/20200713111731/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/731/22/260
