categorie1,categorie2,categorie3,href
Education et formation,"Examens, concours et diplômes",S'inscrire à l'examen du certificat de fin d'études élémentaires (CFEE),https://web.archive.org/web/20201021185602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/76/6/46
Education et formation,"Examens, concours et diplômes",Faire authentifier un diplôme,https://web.archive.org/web/20201021185602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/75/6/46
Education et formation,"Examens, concours et diplômes",S'inscrire à l'examen du Brevet supérieur de capacité (BSC 2),https://web.archive.org/web/20201021185602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/60/6/46
Education et formation,"Examens, concours et diplômes",S'inscrire à l'examen du certificat d'aptitude pédagogique (CAP),https://web.archive.org/web/20201021185602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/56/6/46
Education et formation,"Examens, concours et diplômes",S'inscrire à  l'examen du brevet supérieur de capacité (BSC 1),https://web.archive.org/web/20201021185602/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/48/6/46
Education et formation,Autres,Demander l’inscription et/ou l’intégration d’un enfant dans un centre d’adaptation sociale (CAS),https://web.archive.org/web/20201127150521/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1117/6/223
Education et formation,Autres,Demander l’inscription et l’intégration d’un enfant dans un centre polyvalent,https://web.archive.org/web/20201127150521/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1116/6/223
Education et formation,Autres,Demander l’inscription  et/ou l’intégration d’un enfant dans un centre de sauvegarde,https://web.archive.org/web/20201127150521/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1115/6/223
Education et formation,Autres,Demander à faire bénéficier à un enfant d’un service de l’action éducative en milieu ouvert (AEMO),https://web.archive.org/web/20201127150521/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1111/6/223
Education et formation,Autres,Demander une autorisation de sortie du territoire national pour un enseignant,https://web.archive.org/web/20201127150521/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/65/6/223
Emploi et travail,Administration,Emprunter du matériel à la Direction du Matériel et du Transit administratif pour l’organisation d'une cérémonies officielle ou religieuse,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1138/5/229
Emploi et travail,Administration,Demander à obtenir du matériel et mobilier de bureau à la Direction du matériel et du Transit administratif de l’Etat (DMTA),https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1137/5/229
Emploi et travail,Administration,Comment faire un transit administratif,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1136/5/229
Emploi et travail,Administration,Demander à bénéficier d’une formation en comptabilité des matières à la Direction du Matériel et du Transit administratif de l’Etat (DMTA),https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1135/5/229
Emploi et travail,Administration,Demander une réquisition de transport pour les agents de l'Etat,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1017/5/229
Emploi et travail,Administration,Demander le paiement d’une indemnité de fonction pour les agents de l'Etat,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/948/5/229
Emploi et travail,Administration,Demander le paiement d’une indemnité de sujétion pour un agent de l'Etat,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/946/5/229
Emploi et travail,Administration,Demander le paiement d’une indemnité kilométrique pour les agents de l'Etat,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/945/5/229
Emploi et travail,Administration,Demander le paiement de frais de déplacement en cas d'affectation ou de départ à la retraite d'un agent de l'Etat,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/944/5/229
Emploi et travail,Administration,"Demander la prise en compte d’un mariage  à la Direction de la solde, des Pensions et Rentes Viagères",https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/943/5/229
Emploi et travail,Administration,"Demander la prise en compte d’un recrutement à la Direction de la Solde, des Pensions et Rentes Viagères",https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/942/5/229
Emploi et travail,Administration,Demander un passeport de service au Ministère des Affaires Etrangères,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/829/5/229
Emploi et travail,Administration,Demander un passeport diplomatique au Ministère des Affaires Etrangères,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/828/5/229
Emploi et travail,Administration,Demander la liquidation de la pension de réversion et du capital décès pour un fonctionnaire décédé en activité,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/791/5/229
Emploi et travail,Administration,Demander le changement du mode de règlement de son salaire,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/787/5/229
Emploi et travail,Administration,Demander la liquidation de la pension de retraite d'un fonctionnaire,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/785/5/229
Emploi et travail,Administration,Demander la réversion d’une pension de retraite pour un  fonctionnaire décédé après la retraite,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/780/5/229
Emploi et travail,Administration,Demander un certificat de travail pour les ex-agents des Sociétés d’Etat liquidées,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/778/5/229
Emploi et travail,Administration,Demander un virement de salaire à la banque,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/775/5/229
Emploi et travail,Administration,Demander le règlement d’un différend de travail pour un agent non fonctionnaire,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/772/5/229
Emploi et travail,Administration,Demander la certification de pièces administratives à la Direction des archives du Sénégal,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/678/5/229
Emploi et travail,Administration,Demander la consultation de documents d'archives,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/677/5/229
Emploi et travail,Administration,Demander la radiation d’un agent de l'Etat décédé,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/641/5/229
Emploi et travail,Administration,Demander une diminution de parts pour les agents de l'Etat,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/618/5/229
Emploi et travail,Administration,Demander une avance pèlerinage pour les agents de l'Etat,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/617/5/229
Emploi et travail,Administration,Demander la validation des services auxiliaires et précaires pour les fonctionnaires,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/615/5/229
Emploi et travail,Administration,Demander une retraite anticipée,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/612/5/229
Emploi et travail,Administration,Demander le paiement d'une indemnité de logement pour les agents de l'Etat,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/611/5/229
Emploi et travail,Administration,Demander des prestations familiales pour les fonctionnaires,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/610/5/229
Emploi et travail,Administration,S'inscrire au concours de contrôleur de l'administration pénitentiaire,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/524/5/229
Emploi et travail,Administration,Demander un visa de domiciliation de salaire,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/516/5/229
Emploi et travail,Administration,Demander une indemnité compensatrice de congé (pour les agents non fonctionnaires de l’Etat),https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/513/5/229
Emploi et travail,Administration,Demander une prise en charge de frais médicaux (pour les agents de l'Etat),https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/512/5/229
Emploi et travail,Administration,Demander une indemnité de déplacement à l’intérieur du pays pour un agent de l’Etat,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/511/5/229
Emploi et travail,Administration,Demander une allocation de congés de maternité (pour un agent non fonctionnaire de l’Etat),https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/510/5/229
Emploi et travail,Administration,Demander une allocation de congés administratifs,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/509/5/229
Emploi et travail,Administration,Demander un remboursement de cotisations au Fonds national de retraite (FNR),https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/408/5/229
Emploi et travail,Administration,Demander un logement administratif,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/298/5/229
Emploi et travail,Administration,Demander une attestation de logement administratif,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/296/5/229
Emploi et travail,Administration,Demander une attestation de non logement administratif,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/295/5/229
Emploi et travail,Administration,Demander une cession volontaire sur salaire,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/243/5/229
Emploi et travail,Administration,Demander un prêt immobilier à la direction de la Monnaie et du Crédit (DMC),https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/186/5/229
Emploi et travail,Administration,Demander une pension de retraite pour les fonctionnaires,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/158/5/229
Emploi et travail,Administration,Demander un détachement pour un fonctionnaire,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/137/5/229
Emploi et travail,Administration,Demander une suspension d'engagement,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/136/5/229
Emploi et travail,Administration,Demander un acte portant admission à la retraite d’un fonctionnaire et d’un relevé général de services (RGS),https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/95/5/229
Emploi et travail,Administration,Demander une autorisation de sortie du territoire national pour un enseignant,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/65/5/229
Emploi et travail,Administration,Demander une imputation budgétaire,https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/62/5/229
Emploi et travail,Administration,S'inscrire à  l'examen du brevet supérieur de capacité (BSC 1),https://web.archive.org/web/20200808124322/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/48/5/229
Emploi et travail,Recherche d'emploi,Faire une demande d'emploi dans la fonction publique,https://web.archive.org/web/20201024093719/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/138/5/28
Emploi et travail,Recherche d'emploi,Demander  une autorisation d’enseigner dans les écoles privées,https://web.archive.org/web/20201024093719/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/111/5/28
Emploi et travail,Recherche d'emploi,Demander à bénéficier d’un montage et d’un suivi de projet par l’ANEJ,https://web.archive.org/web/20201024093719/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/752/5/28
Emploi et travail,Recherche d'emploi,Demander un classement de diplôme ou une équivalence de diplôme,https://web.archive.org/web/20201024093719/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/140/5/28
Emploi et travail,"Volontariat, vacatariat, stage et bénévolat",Devenir volontaire de l'éducation,https://web.archive.org/web/20201024120950/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/68/5/30
Emploi et travail,"Volontariat, vacatariat, stage et bénévolat",Devenir vacataire de l'éducation,https://web.archive.org/web/20201024120950/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/34/5/30
Emploi et travail,"Volontariat, vacatariat, stage et bénévolat",Devenir vacataire de l'enseignement technique et de la formation professionnelle,https://web.archive.org/web/20201024120950/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/475/5/30
Emploi et travail,"Volontariat, vacatariat, stage et bénévolat",Devenir vacataire de l'enseignement technique et de la formation professionnelle,https://web.archive.org/web/20201024120950/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/475/5/30
Emploi et travail,"Volontariat, vacatariat, stage et bénévolat",Devenir vacataire de l'enseignement technique et de la formation professionnelle,https://web.archive.org/web/20201024120950/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/475/5/30
Emploi et travail,"Volontariat, vacatariat, stage et bénévolat",Devenir vacataire de l'enseignement technique et de la formation professionnelle,https://web.archive.org/web/20201024120950/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/475/5/30
Emploi et travail,Service civique et service militaire,Demander un certificat de position militaire,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/171/5/10
Emploi et travail,Service civique et service militaire,Faire son service militaire,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/133/5/10
Emploi et travail,Service civique et service militaire,Devenir volontaire du Service civique national,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/3/5/10
Emploi et travail,Service civique et service militaire,Devenir garde forestier,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1060/5/10
Emploi et travail,Service civique et service militaire,S'inscrire au concours d'élève gendarme féminin,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/467/5/10
Emploi et travail,Service civique et service militaire,S'inscrire au concours d'élève gendarme,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/466/5/10
Emploi et travail,Service civique et service militaire,Comment faire une carrière militaire,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/444/5/10
Emploi et travail,Service civique et service militaire,Demander une pension d'ascendant de militaire,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/179/5/10
Emploi et travail,Service civique et service militaire,Demander une pension de retraite pour un militaire,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/173/5/10
Emploi et travail,Service civique et service militaire,Demander un livret  individuel pour les anciens militaires,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/154/5/10
Emploi et travail,Service civique et service militaire,Demander un livret  individuel pour les anciens militaires,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/154/5/10
Emploi et travail,Service civique et service militaire,Demander un état signalétique et des services (pour un militaire),https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/141/5/10
Emploi et travail,Service civique et service militaire,S'inscrire au concours d'entrée dans les grandes écoles militaires étrangères,https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/89/5/10
Emploi et travail,Service civique et service militaire,S'inscrire au concours d'entrée à l'Ecole nationale des sous-officiers d'active (ENSOA),https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/88/5/10
Emploi et travail,Service civique et service militaire,S'inscrire au concours d'entrée à l'Ecole nationale des officiers d'active (ENOA),https://web.archive.org/web/20201024095117/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/78/5/10
Emploi et travail,Travail à l'étranger,Demander un regroupement familial,https://web.archive.org/web/20201024114352/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/471/5/32
Emploi et travail,"Entrée, séjour et travail des étrangers",Demander une carte de circulation,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/84/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",Demander le remboursement d'une caution de rapatriement,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/125/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",Demander la restitution du cautionnement de rapatriement,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1134/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",Faire un cautionnement de rapatriement auprès de la Caisse de Dépôts et de Consignations (CDC),https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1133/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",Demander l'autorisation de constituer une association étrangère,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/604/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",Demander un extrait du bulletin n° 3 du casier judiciaire spécial pour un étranger résidant au Sénégal et né à l'étranger,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/460/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",S'inscrire au registre des Français établis au Sénégal,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/432/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",S'inscrire au registre des Français établis au Sénégal,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/432/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",Demander un extrait du bulletin n° 3 du casier judiciaire pour les étrangers nés au Sénégal,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/383/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",Demander la nationalité sénégalaise par voie de mariage,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/339/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",Demander à acquérir la nationalité sénégalaise par décret  (naturalisation),https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/338/5/16
Emploi et travail,"Entrée, séjour et travail des étrangers",Demander un passeport de réfugié,https://web.archive.org/web/20201024112600/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/86/5/16
Emploi et travail,Droit des salariés dans l'entreprise,Demander un numéro d’immatriculation pour allocations familiales à la Direction des Statistiques du Travail.,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1150/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Constituer un dossier d’accident du travail  à la Caisse de sécurité sociale,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/816/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander à constituer un dossier de prestations familiales à la Caisse de sécurité sociale,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/815/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander le changement du mode de règlement de son salaire,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/787/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander le règlement d’un différend de travail pour un agent non fonctionnaire,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/772/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander l’immatriculation d’un employeur à la Caisse de sécurité sociale,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/603/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander la vérification de l’affiliation à l’Institution de prévoyance retraite du Sénégal (IPRES),https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/540/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander une carte d’affiliation à l’Institution de prévoyance retraite du Sénégal (IPRES),https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/538/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Déclarer un accident du travail ou une maladie professionnelle,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/500/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander une attestation de chômage,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/499/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander l’approbation des statuts et du règlement intérieur d’une institution de prévoyance maladie (IPM),https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/498/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander un recours hiérarchique pour infirmer  l'autorisation ou le refus de licenciement d’un délégué du personnel,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/497/5/25
Emploi et travail,Droit des salariés dans l'entreprise,Demander la reconnaissance d'un syndicat,https://web.archive.org/web/20201024112439/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/82/5/25
Emploi et travail,"Santé, hygiène et sécurité du travail",Demander un certificat de visite médicale périodique,https://web.archive.org/web/20200627191700/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/217/5/29
Emploi et travail,"Santé, hygiène et sécurité du travail",Constituer un dossier d’accident du travail  à la Caisse de sécurité sociale,https://web.archive.org/web/20200627191700/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/816/5/29
Emploi et travail,"Santé, hygiène et sécurité du travail",Demander  un suivi sanitaire et social d’un enfant  ou d’une femme en état de grossesse à la Caisse de sécurité sociale,https://web.archive.org/web/20200627191700/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/814/5/29
Emploi et travail,"Santé, hygiène et sécurité du travail",Comment bénéficier d'un branchement à l'égout,https://web.archive.org/web/20200627191700/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/638/5/29
Emploi et travail,"Santé, hygiène et sécurité du travail",Déclarer un accident du travail ou une maladie professionnelle,https://web.archive.org/web/20200627191700/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/500/5/29
Emploi et travail,"Santé, hygiène et sécurité du travail",Demander l’approbation des statuts et du règlement intérieur d’une institution de prévoyance maladie (IPM),https://web.archive.org/web/20200627191700/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/498/5/29
Emploi et travail,Formation continue,Devenir volontaire du Service civique national,https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/3/5/24
Emploi et travail,Formation continue,Demander à bénéficier d’une formation en comptabilité des matières à la Direction du Matériel et du Transit administratif de l’Etat (DMTA),https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1135/5/24
Emploi et travail,Formation continue,Demander une formation comme maréchal-ferrant ou sellier,https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1028/5/24
Emploi et travail,Formation continue,Demander un appui pour une formation en artisanat,https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/976/5/24
Emploi et travail,Formation continue,"S'inscrire en formation continue à  l'Ecole de Bibliothécaires, Archivistes et Documentalistes (EBAD)",https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/823/5/24
Emploi et travail,Formation continue,Demander à organiser une collectivité éducative,https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/790/5/24
Emploi et travail,Formation continue,Comment bénéficier de la convention de garantie Fonds national de promotion de la jeunesse / Banque régionale de solidarité,https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/786/5/24
Emploi et travail,Formation continue,S’inscrire au concours d’entrée de l’école nationale des arts section professionnelle (pour les instituteurs),https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/734/5/24
Emploi et travail,Formation continue,S’inscrire au concours d’entrée de l’école nationale des arts pour les étrangers,https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/732/5/24
Emploi et travail,Formation continue,S’inscrire comme auditeur libre à l’Ecole nationale des arts (E.N.A),https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/724/5/24
Emploi et travail,Formation continue,S'inscrire au Centre africain d'études supérieures en gestion (CESAG),https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/435/5/24
Emploi et travail,Formation continue,S'inscrire à l'examen du Brevet supérieur de capacité (BSC 2),https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/60/5/24
Emploi et travail,Formation continue,S'inscrire à l'examen du certificat d'aptitude pédagogique (CAP),https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/56/5/24
Emploi et travail,Formation continue,S'inscrire à  l'examen du brevet supérieur de capacité (BSC 1),https://web.archive.org/web/20201024113057/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/48/5/24
Emploi et travail,Autres,Demander  une autorisation d’enseigner dans les écoles privées,https://web.archive.org/web/20200627191650/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/111/5/26
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de coutume,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/259/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander l'enregistrement d'un mariage constaté,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/258/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de non divorce et de non séparation de corps,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/255/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de vie collectif,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/250/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de non mariage et de non remariage,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/254/7/56
"Famille, étapes de la vie et vie sociale",Etat civil,Demander un certificat de célibat,https://web.archive.org/web/20201024124138/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/246/7/56
